,0,1,2,3,4
416,General Motor layoffs mount; automaker plans to make cuts at Michigan plant,Transportation,01-06-2017,"An employee removes a finished transmission from the assembly line at the General Motors transmission plant in Warren, Michigan.Jeff Kowalsky | Bloomberg | Getty ImagesGeneral Motors said Thursday it plans to eliminate one of two shifts at its Warren, Michigan transmission plant.GM won't say how many jobs will be affected, but CNNMoney reported the cuts could affect about 300 positions. ""Recent actions to reduce passenger car production have caused us to adjust transmission production,"" GM told CNBC in a statement. ""This action will help maintain more stable production and provide the smallest impact to plant employment going forward.""GM said the cuts in Warren will go into effect by the end of the month.GM has cut shifts at U.S. plants four times since November, eliminating roughly 5,000 jobs in Ohio and Michigan. WATCH: GM US auto sales down 1.3% in MayVIDEO1:0401:04GM US auto sales down 1.3% in MaySquawk on the Street",https://www.cnbc.com/2017/06/01/general-motors-plans-to-cut-more-jobs.html
417,"Last four times oil did this, huge rallies occurred, and it's very close to doing it again: Tom Lee",Trading Nation,31-05-2017,"VIDEO4:2304:23Tom Lee on oil\xe2\x80\x99s hidden driversTrading NationVeteran strategist Thomas Lee, who's made several contrarian calls which have evolved into great buying opportunities, is predicting an oil rally will soon wipe out losses from the latest downturn.He says oil futures are on the verge of moving into ""backwardation,"" a term used to describe a market anomaly when futures contracts that expire later are trading at lower prices than contracts that expire sooner.The last four times oil moved into backwardation, the commodity rallied between 25 percent and 72 percent in the next nine months, according to Lee.""We're approaching a flip back into backwardation, meaning the spot price is approaching and may soon exceed the 24-month contract. That's normally a market imbalance,"" said Lee, who is Fundstrat's Head of Research, on Wednesday's ""Trading Nation.""Lee is no stranger to making contrarian calls that manifest into big profits.He's been recognized for telling clients to view Brexit's violent losses last June as a buying opportunity. The stock market regained nearly all its losses within about a week.Lee predicted President Trump's election win last November as a strong positive for stocks while profit-taking was running wild. Since the election victory, the  has soared nearly 13 percent.The latest forecast comes as WTI crude oil is on track for its third monthly loss in a row, closing below the psychological level of $50 a barrel on Wednesday. Brent also traded lower, and the S&P energy index was deep in the red.""Our investors and clients are overly pessimistic on oil,"" added Lee. ""The market is coming into balance.""Lee cites the confidence in demand growth, a flatter, weaker , and optimism that we'll see production discipline as reasons to support a sustained oil rally in the coming days.Even though Lee notes that he isn't an ""oil expert,"" he also points out that June since 2002 is typically a positive month for the commodity.""Consumption and demand has been growing every year,"" he said.",https://www.cnbc.com/2017/05/31/last-4-times-oil-did-this-huge-rallies-occurred.html
418,New questions arise over Trump's approach to China's human rights issues,Politics,01-06-2017,"The White House's relative silence on the state of human rights in China is back in the spotlight following Ivanka Trump's link to spotty Chinese labor policies and ahead of the 28th anniversary of the Tiananmen Square crackdown.President Donald Trump interacts with Chinese President Xi Jinping at Mar-a-Lago state in Palm Beach, Florida, U.S., April 6, 2017.Carlos Barria | ReutersWhile U.S. policy on the matter has long remained non-confrontational, ""the current dismissive attitude towards human rights is jarring,"" Margaret Lewis, a professor specializing in China's legal system at Seton Hall University, said in a Wednesday note published by the Council on Foreign Relations.On June 4, 1989, mainland troops violently targeted pro-democracy demonstrators in Beijing's famed Tiananmen Square and to-date, the detention of political activists and enforced disappearance of critics remain among the top social challenges weighing on the world's second-largest economy.Other issues include poor employment standards, limited freedom of expression through strict online censorship and media controls. This week, China Labor Watch activist Hua Haifeng was arrested and accused of illegal surveillance after investigating alleged conditions of low pay and potential misuse of student interns at a Chinese company that produces Ivanka Trump-brand shoes.Around 250 rights lawyers and activists have been targeted in a crackdown by the Chinese government that started in July 2015, according to Amnesty International.VIDEO2:1902:19China's new cybersecurity law leaves companies with uncertaintyIn the run-up to President Donald Trump's April 7 meeting with Chinese President Xi Jinping, many wondered whether the unpredictable leader would stress the need for Beijing to embrace international human rights standards, having already upset the mainland on a myriad of other issues such as trade.Following the closely-watched summit, Secretary of State Rex Tillerson said in a media briefing that human rights were ""embedded in every discussion"" and guided Trump's view on bilateral  economic, military and foreign policy cooperation.But as Trump strikes a conciliatory tone with Beijing to resolve the North Korea conflict following months of anti-China remarks, the White House has yet to strongly address the thorny issue. The new U.S. ambassador to China, former Iowa Gov. Terry Branstad, who claims to have known Xi Jinping for three decades, has promised to prioritize human rights \xe2\x80\x94 but doubts still remain.""Will freedom of expression be a central component of discussions regarding cybersecurity? And will protections for the accused be at the forefront of conversations regarding repatriating fugitives as part of bilateral law enforcement efforts?"" questioned Lewis.",https://www.cnbc.com/2017/06/01/trump-and-china-human-rights.html
419,"Bank stocks 'are even more treacherous than you think,' top analyst Dick Bove says",Banks,01-06-2017,"Dick BoveJin Lee | Bloomberg | Getty ImagesInvestors should avoid bank stocks as the sector's fundamentals will deteriorate in the coming months, closely followed analyst Dick Bove said Thursday on CNBC's ""Fast Money Halftime Report.""Bove, vice president of equity research and financial sector analyst at Rafferty Capital, said bank stocks ""are even more treacherous than you think."" ""Over the last six months the ability to sell loans has evaporated. Basically commercial and industrial loans, which were roaring at 7 or 8 percent year-over-year gains, are struggling to grow at 1 percent,"" he said. ""The one thing you can be sure of with the banks over the next few months is loan losses are going to grow pretty substantially."" Bove noted that bank loan underwriting standards have worsened especially in the subprime auto loan market. ""If you take a look at the consumer sector, you're seeing major difficulties arising, in selling if you will, credit card loans. You're seeing difficulties in the automobile space,"" he added. On the flip side, Bove praised regional lender First Republic Bank saying it has ""an ability to lock into a concept that is really working"" by issuing shares and not buying back stock. A First Republic spokesperson declined to comment for this story.",https://www.cnbc.com/2017/06/01/bank-stocks-are-even-more-treacherous-than-you-think-top-analyst-dick-bove-says.html
420,Critics say Trump\xe2\x80\x99s cellphone diplomacy is dangerous. Experts aren't so sure.,Politics,01-06-2017,"Donald Trump talks on his phone.Carlo Allegri | ReutersThe Associated Press reported today that Donald Trump has been giving his cellphone number to the leaders of allied countries like Canada, Mexico, and France and telling them to call him directly.The Associated Press took a scolding tone, suggesting that the president is endangering national security by having sensitive conversations over a mobile device. Former Pentagon adviser Derek Chollet ominously told the AP: ""If you are speaking on an open line, then it's an open line, meaning those who have the ability to monitor those conversations are doing so.""But is talking to foreign leaders on a cellphone really such a security risk? Experts from Rice University and Security Research Labs told me it wasn't so obvious.More from Vox: Rolling back the birth control mandate is part of a much larger GOP strategyThe legal risks of Jared Kushner's meeting with a Russian banker, explainedThe GOP's ""Hillary Slayer"" will soon be in charge of investigating Trump in the HouseThe security of a smartphone depends on how it's configured and how it's used. And while Trump himself is hardly a security expert, the US government employs some of the world's most sophisticated security professionals. And they have likely taken elaborate precautions to maximize the security of the president's wireless communications.We don't know exactly what security precautions might have been taken, but one clue comes from a recent reports that Trump has swapped his ancient Android phone for an iPhone. According to Axios's Mike Allen, Trump's new iPhone  has just one third-party app: Twitter.It's probably an updated version of the  locked-down iPhone President Obama described last year. In an interview with Jimmy Fallon, the former president complained about the phone's limited functionality.""I imagine they locked down the phone in a variety of ways beyond removing apps,"" says Dan Wallach, a security expert at Rice University, by email.An obvious change, Wallach says, would be to replace the default phone app \xe2\x80\x94 which makes calls over the insecure conventional cell phone network \xe2\x80\x94 with an app that routes phone calls through an encrypted link to NSA headquarters in Fort Meade, MD.""That's a pretty good solution,"" says Karsten Nohl, a security expert at Security Research Labs who has done  groundbreaking research on the security of cellular networks. Indeed, he says, making calls using an encrypted smartphone app could be ""as safe as what you'd be using from a landline phone in the White House.""Of course, no communications system is perfect. Nohl says one big issue is that different countries have developed their own proprietary encrypted networks for internal communications. These systems aren't compatible with each other, so when world leaders call each other, they're sometimes forced to use unencrypted lines. But Nohl says countries face this challenge whether their leaders are making calls with a cellphone or a landline phone.It's also possible that despite the National Security Agency's precautions, foreign governments could hack into Trump's cellphone itself. But in that case, it wouldn't matter that much whether Trump took calls on his cellphone or via a nearby landline \xe2\x80\x94 so long as the smartphone was in the room, the hackers would be able to hear every word Trump said.Indeed, it's likely that when Trump makes calls using his cellphone, the biggest security threats come from things other than his own cellphone. For example, we can assume foreign intelligence agencies are trying to hack the personal cellphones of Trump's aides, family members, and others who spend time with the president. They may also try to plant listening devices in locations \xe2\x80\x94 like Trump's Mar-a-Lago resort \xe2\x80\x94 where Trump might have sensitive conversations. This is why presidents normally have sensitive conversations in  Sensitive Compartmented Information Facilities \xe2\x80\x94 essentially high-tech tents that ensure no listening devices are within earshot.But there doesn't seem to be anything inherently insecure about a president taking calls from foreign leaders on a cellphone that has been suitably locked down by US intelligence agencies. Modern cryptography is extremely robust, and it allows cellphones to make calls that are essentially impervious to eavesdropping.",https://www.cnbc.com/2017/06/01/critics-say-trumps-cellphone-diplomacy-is-dangerous-experts-arent-so-sure.html
421,Trump's plan to slash food stamp assistance could be a major setback for these retailers,Retail,02-06-2017,"A shopper loads purchases into his vehicle outside a Dollar General Corp. store in Princeton, Illinois.Daniel Acker | Bloomberg | Getty ImagesThough the border adjustment tax might be off the table, for now, some retailers should be paying close attention to the GOP's plans to change how the government allocates its dollars. Specifically, food assistance dollars. President Donald Trump's proposed budget is expected to slash $193 billion from the federal government's Supplemental Nutrition Assistance Program, or SNAP, for the period 2018 to 2028.SNAP currently has an annual cost of around $70 billion. Should Trump's plan be approved by Congress, millions of Americans are sure to bear the brunt of the drastic changes, with the impact trickling down to one group of companies that's already been seen struggling of late: retailers. ""The probability of [Trump's budget] passing in its current form remains low, but it should be monitored, particularly for the discounters, grocers, and dollar stores \xe2\x80\x94 all of which have called out last year's big reduction as a drag on sales,"" Gordon Haskett analyst Chuck Grom wrote in a recent note to clients.As of December 2016, the average SNAP household \xe2\x80\x94 there were roughly 43 million \xe2\x80\x94 was taking home about $252 per month in benefits, the Congressional Budget Office has estimated.This amount would drop to $173 a month if Trump's budget is passed, representing a significant reduction of more than 31 percent, Grom went on, citing his firm's latest research on the subject. Trump's budget proposal, if passed, could significantly speed up what was already expected to be a gradual reduction in SNAP, from $65.8 billion in 2017 to $64.8 billion by 2026, according to a report from the CBO. After peaking in late 2012, the total number of SNAP participants has declined significantly, weighing on sales trends at a number of retailers as a result, Grom added. SNAP enrollment has been falling largely because some states have decided to end benefits even earlier than when they were required to. Where shoppers are using their SNAP dollarsThose retailers affected could include supercenters such as Wal-Mart and Target, dollar stores such as Dollar General and Family Dollar, and conventional grocers like Kroger, Grom said.""This is definitely a big concern,"" GlobalData Retail Managing Director Neil Saunders told CNBC in an interview. ""Anything that can damage [shoppers'] spending power can have a serious impact on the amount stores take in. ... [F]ood stamps do have a big effect on the amount they can spend and on the frequency of their trips to stores."" According to the U.S. Department of Agriculture, which administers SNAP, supercenters have traditionally received the largest share of the food stamp program's redemptions.For example, 51.7 percent of SNAP dollars were redeemed at U.S. supercenters in 2016, while supermarkets received 30 percent of the program's currency, the group said. Meanwhile, a 2010 USDA study found that every $1 spent on SNAP generated another $1.79 for the economy. The study also called out specifically how food stamps can help support employment in the retail, wholesale and transportation industries. Recent SNAP changes hit 1Q earningsWith budget details yet to be hashed out, retailers aren't warning about the potential harm of future cuts. However, on recent earnings conference calls, they did discuss the hit they took from changes earlier this year.Gary Philbin, enterprise president of Family Dollar parent company Dollar Tree, said last week that the ""timing of sales through the first quarter was impacted by various factors including the material delays and the timing of tax refunds ... and cycling of the SNAP benefit rejections from 2016.""Philbin was referring to the more than 500,000 people cut off SNAP over the course of 2016, due to the return (in many states) of a three-month limit on SNAP benefits for unemployed adults ages 18 to 49, who aren't disabled or raising minor children.Dollar General also hit on this point during its earnings conference call Thursday. CEO Todd Vasos told analysts and investors: ""We continue to believe many of the headwinds we faced in 2016, and are continuing to face, are transitory in nature, such as ... customer behavior that we believe to be associated with changes to the federal SNAP benefit program.""The reduction of SNAP benefits continued to weigh on Dollar General's same-store sales results for the latest quarter, Vasos added.Forty-three percent of dollar-store shoppers made an annual household income of $29,000 or less, according to Nielsen data, illustrating just how much stores like Dollar Tree, Family Dollar and Dollar General depend on lower-income, SNAP recipients, for sales.As of December 2016, there were more than 29,000 dollar stores open in the U.S., representing a 35 percent increase from a decade ago, Nielsen said.Meanwhile, the gradual rollout of changes to SNAP in 2016 is estimated to have weighed about 0.4 to 0.6 percent on Wal-Mart's same-store sales, according to Craig Johnson, president of Customer Growth Partners. ""It's not insignificant,"" Johnson had said. ""People are very stretched financially ... this is yet another pressure factor."" The alterations to SNAP qualifications in 2016 had a smaller impact than when a separate benefit increase ended in late 2013, he added. According to the Center on Budget and Policy Priorities, the implementations in 2013 reduced the benefits of ""nearly every SNAP recipient"" \xe2\x80\x94 roughly 47 million people \xe2\x80\x94 who on average saw their benefit cut by 7 percent. During the first quarter of 2014, Wal-Mart said these particular changes trimmed its grocery sales by 0.9 percent. Obviously, there are still many caveats to how Trump's latest government budget proposal will pan out and ultimately impact retailers, Gordon Haskett's Grom told CNBC in an interview. Though, overall \xe2\x80\x94 food stamps noise aside \xe2\x80\x94 ""retailers should be doing better in general,"" he added, ""if we're seeing this growth in the economy.""Grom said he hopes retailers don't begin to ""cast blame"" again \xe2\x80\x94 masking poor earnings results \xe2\x80\x94 on fewer families using food stamps at their stores.",https://www.cnbc.com/2017/06/02/trumps-plan-to-slash-food-stamp-assistance-could-hurt-retailers.html
422,"China's tallest skyscraper is facing rental woes, reflecting wider issues in the market",Real Estate,02-06-2017,"VIDEO2:5602:56China's tallest building is facing problemsStreet Signs AsiaSHANGHAI, China \xe2\x80\x94 Noisy, grinding machinery and traffic snarled around dusty construction sites. These are common sights and sounds in China, as the world's second-largest economy builds rapidly into the sky.China has constructed more skyscrapers than any other country every year for nearly a decade, according to the Council of Tall Buildings and Urban Habitat. And the most iconic edifice in these transformed skylines is Shanghai Tower, a shiny column that spirals 128 floors and 632 meters into the clouds, making it China's tallest building, and the world's second-highest.It's got plenty of bells and whistles, boasts the world's fastest elevators, a stunning observatory deck, and even notched top marks for green building by industry groups in the U.S. and China.But Shanghai Tower reflects wider woes in China's commercial property market, as it has struggled to attract tenants since the last beam was placed on top three years ago. Experts say the challenge is that companies looking to cut costs amid a wider growth slowdown are now spoiled for choice.""With more and more skyscrapers in Shanghai, in cities [in China], the vacancy will remain very high for some time,"" said Anny Zhang, head of Shanghai office leasing for Jones Lang LaSalle, one of the agents for Shanghai Tower.The vacancy rates for prime office space in Shanghai spiked to 12 percent in the first quarter, according to JLL. And troubles in top tier cities, which attract a wide range of companies, could be compounded in smaller cities.Entire floors of Shanghai Tower continue to sit empty, contributing to city vacancies. Part of the issue was due to a delay in obtaining fire safety permits, which only came through a few months ago. But a planned luxury hotel has yet to open and hallways remain deserted.An aerial view of Shanghai Tower, lit with the words ""Olympic Games"" in Chinese, on August 6, 2016 in Shanghai, China.Zhang Suoqing | VCG | Getty Images About 60 percent of the office space has now been leased out, but only one-third of those tenants have moved in, said JLL. Major tenants include Alibaba and All Bright Law Firm, according to CBRE, the other leasing agent for Shanghai Tower.Still, ""it is an iconic building,"" said Andrew Nicholson, head of asset services in Asia Pacific for CBRE.""When you land at Pudong Airport \xe2\x80\xa6 you see Shanghai Tower rising out,"" he said. ""Like any building, you seek not to market just the office space \xe2\x80\x94 you market a community, you market an environment.""And that's exactly what attracted All Bright Law Firm, said Chen Guang, a senior lawyer at the firm.""The building is unique in China, and it suits our firm's image, as we are a leader in the legal profession,"" Chen said. ""This is also what the Shanghai Justice Bureau hopes \xe2\x80\x94 for a signature Shanghai law firm to enter Shanghai Tower.""Despite the issues that China's tallest building has faced, both JLL and CBRE say they remain confident that the market will pick up in the long run.For instance, there are government programs and policies that will continue to draw companies to certain areas, like free trade or special economic zones, as they have to be there to take advantage of tax breaks or special programs.Demand is also coming from smaller companies looking to upgrade to better space, Zhang said. And a recent trend JLL has observed, she said, is large firms seeking to move to buildings in the outskirts of town for lower rents, especially if they're near metro lines, where office complexes have a variety of supporting facilities like malls, gyms and apartments.Although in Shanghai, there ""won't be a huge earthquake in the commercial market and rents will stay flat for a short time \xe2\x80\x94 six to 12 months \xe2\x80\x94 we forecast it will start to pick up,"" Zhang said. But in other smaller cities facing challenges, landlords will have to consider adjusting the asking rents.For now, though, Shanghai Tower has managed to attract some of the city's highest rents ever given its iconic status, according to JLL.The skyscraper is also an example of new trends in the market, Nicholson said.China, he said, is now ""taking a deliberate and proactive approach to how you integrate green buildings and how you create a green ideology from the first bricks laid on the ground through to occupation.""When it comes to retail space in these skyscrapers, much of it is trending toward more food and beverage options, and giving customers a better retail experience, he said.And while Shanghai Tower is a relatively new addition to the skyline, it's been welcomed by city residents.""It's a landmark building and very modern,"" said Wang Bin, a Shanghai resident who works in the neighborhood. ""It looks like a dragon hovering up to the sky.""\xe2\x80\x94CNBC's Barry Huang contributed to this report.",https://www.cnbc.com/2017/06/02/chinas-tallest-skyscraper-is-facing-rental-woes-reflecting-wider-issues-in-the-market.html
423,Vladimir Putin: Accusations that we hacked US election are 'like anti-Semitism',Politics,02-06-2017,"VIDEO4:2504:25Putin: No specific evidence Russia interfered in US electionsSquawk on the StreetRussian President Vladimir Putin on Friday angrily denied allegations that Moscow meddled in the 2016 U.S. election, even comparing rhetoric about Russia to ""anti-Semitism."" ""It's like anti-Semitism,"" he said, comparing Russia's critics to people who would say things like ""the Jews are to blame.""Through a live translation in the televised interview with NBC News' Megyn Kelly, Putin alleged that U.S. spies have ""no specific evidence, no facts, just assumptions and allegations"" to back their conclusion that the Kremlin attempted to assist Donald Trump in the election.Pressed about the evidence, Putin argued that IP addresses could be manufactured and quipped that a 3-year-old could have hacked U.S. institutions. Russian President Vladimir Putin speaking June 2, 2017.Sergei Savostyanov | TASS | Host Photo Agency | Pool | ReutersThe FBI, CIA and NSA concluded in a January report that Putin's regime used hackers, Kremlin agencies and paid online ""trolls"" to undermine the U.S. election and help Trump win. Congress and the FBI are investigating that alleged effort and possible ties between the Trump campaign and the Kremlin.Trump has dismissed the ongoing investigation as ""a lame excuse for why the Dems lost the election.""Trump tweet: Russian officials must be laughing at the U.S. & how a lame excuse for why the Dems lost the election has taken over the Fake News.In the interview at the St. Petersburg International Economic Forum, a visibly irritated Putin also denied reports that the Trump team had moved to lift the sanctions in place against Russia.He said that ""this hysteria"" about Trump and Russia ""never seems to stop"" and asked if a ""pill"" existed to stop the hysteria. Putin contended that there were ""no agreements whatsoever"" to lift sanctions. In its final days, the Obama administration imposed additional sanctions on Moscow in response to accusations by U.S. intelligence agencies and others that Russian had tried to subvert the election.The U.S. and European countries already had sanctions in place against Russia for pressing a war in Ukraine and then annexing the Ukrainian province of Crimea. Disclosure: Like CNBC, NBC is owned by Comcast's NBCUniversal unit. ",https://www.cnbc.com/2017/06/02/vladimir-putin-compares-accusations-against-russia-to-anti-semitism.html
424,Housing and manufacturing data: Here\xe2\x80\x99s what could drive the markets next week,Trading Nation,02-06-2017,"VIDEO1:3301:33Housing and manufacturing data: Here\xe2\x80\x99s what could drive the markets next weekTrading NationAs all three major U.S. indices finished the week notching record closing highs despite a mixed employment report, Chantico Global CEO Gina Sanchez breaks down three things she will be watching for in the week ahead.1. Factory orders dataOn Monday, the Commerce Department publishes factory orders data for the month of April shortly after the opening bell, and Sanchez is watching to see if the economic indicator's figures will show growth.""Manufacturing and construction have been showing some signs of slowing. April manufacturing slipped, lowering their overall year-end growth numbers,"" she said Friday on CNBC's ""Trading Nation,"" adding that a continuation of this trend could spell trouble for copper, which has a variety of uses in manufacturing.Factory orders in March, the last month recorded, increased for the fourth straight month and showed growth of 5.2 percent year over year.2. Jobless claimsThe Department of Labor publishes its weekly jobless claims on Thursday. Sanchez is watching closely to see how the data pans out, after Friday's employment report showed unemployment fell but fewer jobs were created last month than economists had expected.""We've lately seen a trend of slightly higher jobless claims,"" Sanchez said Friday. ""However, labor markets remain tight and Americans are spending more, factories have increased outputs and home sales are strong. This is consistent with the beginning of a recovery.""This week's jobless claims came in higher than expected.Another measure of labor market health is anticipated next week: The Bureau of Labor Statistics is set to publish its monthly Job Openings and Labor Turnover Survey on Tuesday, which broadly measures job openings in the U.S.3. Mortgage applicationsThe Mortgage Bankers Association publishes its weekly Mortgage Applications Survey on Wednesday, and Sanchez is watching to see whether applications pick up.""Mortgage rates have been higher than they were a year ago. However, they have been falling recently along with the long end of the retail curve,"" she said Friday.Indeed, mortgage application volume is still nearly 14 percent below levels seen one year ago, although they did rise last month by 2 percent.""30-year fixed mortgages dropped below 4 percent, and this should be good for mortgage applications,"" she said, adding that such positive activity would bode well for homebuilders like the ITB, the popular exchange-traded fund tracking homebuilder stocks.",https://www.cnbc.com/2017/06/02/housing-and-manufacturing-data-heres-what-could-drive-the-markets-next-week.html
425,"After bomb threats, FCC proposes letting police unveil anonymous callers",Tech,02-06-2017,"David De Lossy | Photodisc | Getty ImagesPolice should be allowed to unmask anonymous callers who have made serious threats over the phone, the Federal Communications Commission  has proposed.The proposal would allow law enforcement, and potentially the person who's been called, to learn the phone number of an anonymous caller if they receive a ""serious and imminent"" threat that poses ""substantial risk to property, life, safety, or health.""Specifics are still up in the air. The FCC is asking, for instance, whether unveiled caller ID information should only be provided to law enforcement officials investigating a threat, to ensure that this exemption isn't abused.The proposal is meant to solve a problem that popped up earlier this year when Jewish Community Centers across the country  received a series of anonymous bomb threats that went on for weeks. The FCC granted  a temporary exemption to law enforcement at the time, allowing investigators to find out the numbers these anonymous calls came fromBut that waiver only applied to the JCC threats. With this proposal, the commission is now hoping to extend it to many future threats that are made over the phone.At the same time, the commission is also considering another exception to the rules: it might allow private emergency services, like an ambulance company, to unmask anonymous calls so that they can provide help. A similar exemption already exists for public emergency services.The proposal is still in its early stages. An initial vote will come later this month, after which there'll be several months for the public to weigh in with comments. The FCC will then finalize its proposal based on that feedback and vote again to enact the rules.FCC proposals always start out as a series of questions, and in this case, it has quite a few to answer. The commission will have to strike a balance between ensuring the privacy of legitimate anonymous callers and ensuring that law enforcement can access the phone numbers of people who truly are delivering threats.""Threatening callers do not have a legitimate privacy interest in having blocked caller ID protected from disclosure,"" the commission writes. It also notes that this proposal must recognize ""the privacy interests of legitimate callers who may have valid reasons to block their telephone numbers.""While being able to uncover the number behind an anonymous call will certainly be a help for law enforcement, it won't entirely solve the problem of masked callers. Hackers have been able  to hijack phone systems and use those to place calls, meaning the phone number wouldn't actually link back to them.",https://www.cnbc.com/2017/06/02/after-bomb-threats-fcc-proposes-letting-police-unveil-anonymous-callers.html
426,"Fed\xe2\x80\x99s Harker still sees three rate hikes this year, calls May payrolls number 'good'",Markets,02-06-2017,"Philadelphia Federal Reserve Bank President Patrick Harker said on Friday that the U.S. central bank remains on track to meet its inflation goal and reiterated his support for a further two interest rate increases this year.""Turning to inflation, things are still on track, despite a couple of months trending in the wrong direction,"" Harker said in prepared remarks for a speech to an economics conference in Reading, Pennsylvania.He added that he still forecasts inflation reaching the Fed's 2 percent target around the end of this year.The U.S. central bank has raised its benchmark interest rate twice in the past six months \xe2\x80\x94 in December and March \xe2\x80\x94 and is expected to do so again at its June 13-14 policy meeting. Some Fed officials, however, have expressed concerns about stilted progress on inflation.Harker, who is a voting member of the Fed's rate-setting committee this year, also said the U.S. economy was now ""essentially at normal,"" that there is very little slack left in the labor market and that he expected the national unemployment rate to drop as low as 4.2 percent by the end of 2018.He also remained bullish on wages, estimating they would grow between 2.5 percent and 3 percent this year.""This is a very good sign; it's one of the things that's been missing as the recovery has unfolded,"" he said.U.S. job growth slowed in May, but the unemployment rate fell to a 16-year low of 4.3 percent, the Labor Department reported earlier on Friday. The same report showed average hourly earnings rose 4 cents, or 0.2 percent, last month after a similar gain in April. That left the year-on-year increase in wages at 2.5 percent.",https://www.cnbc.com/2017/06/02/feds-harker-still-sees-three-rate-hikes-this-year-calls-may-payrolls-number-good.html
427,Alec Baldwin raises $5.1 million for New Jersey Democrats,Politics,02-06-2017,"Alec Baldwin as Donald Trump on ""Saturday Night Live.""NBCUActor and ""Saturday Night Live's"" resident President Donald Trump impersonator Alec Baldwin has helped raise $5.1 million for Democrats in New Jersey.Philly.com reports about 1,000 people attended the Thursday night event in Collingswood.According to the fundraiser's organizers \xe2\x80\x94 a political action committee called General Majority PAC \xe2\x80\x94 the amount of money raised is believed to be the most ever raised by either major party at one event in the state's history.Tricia Mueller, the organization's treasurer, says the fundraiser puts New Jersey Democrats in a good position to win races across the state. All 120 seats of the New Jersey Legislature are up for grabs in November, along with the governorship currently held by Republican Gov. Chris Christie.",https://www.cnbc.com/2017/06/02/alec-baldwin-raises-5-point-1-million-for-new-jersey-democrats.html
428,Why Trump is seeing red about the \xe2\x80\x98Green Climate Fund\xe2\x80\x99,Politics,02-06-2017,"VIDEO0:5300:53Why Trump is seeing red about the 'Green Climate Fund'News VideosPresident Donald Trump complained on Thursday that America was shelling out a ""vast fortune"" to developing countries through the United Nations Green Climate Fund, thanks to the Paris Agreement.But the total number may be less than meets the eye.""Beyond the severe energy restrictions inflicted by the Paris accord, it includes yet another scheme to redistribute wealth out of the United States through the so-called 'green climate fund' \xe2\x80\x94 nice name \xe2\x80\x94 which calls for developed countries to send $100 billion to developing countries,"" Trump said.More from NBC News:As Trump quits climate pact, states step inCasino robbery ends with dozens dead at resort in PhilippinesFact checking Trump's Paris agreement speechIn making his case, Trump appeared to be mixing up two elements of the Paris Agreement that have different price tags for the United States and for the world.On the one hand, there's the United Nations Green Climate Fund, which helps finance renewable energy and infrastructure to deal with the effects of climate change in the poorest and most vulnerable countries.On the other hand, there's a broad pledge to eventually raise $100 billion a year globally \xe2\x80\x94 not just by the United States \xe2\x80\x94 to help developing countries mitigate climate change. The United Nations Green Climate Fund counts as part of that pledge, but the overall picture is more complicated.As Trump mentioned later in his speech, the United States has given the Green Climate Fund $1 billion already. President Barack Obama pledged a total of $3 billion to the fund by 2020 as part of a global goal of $10 billion, but Trump promised not to finance it as a candidate and Congress has not made further contributions since the election.Trump described this amount as ""costing the United States a vast fortune,"" but it's a minuscule portion of the budget, where total federal spending in the 2016 fiscal year was  $3.9 trillion. For perspective, the White House's recent budget proposal contained  an apparent $2 trillion accounting error \xe2\x80\x94 a number 1,000 times as large as the remaining $2 billion commitment to the fund.There are multiple arguments for this funding. One is a matter of fairness: The largest polluters by far have been developed nations like the United States. Another is a matter of effectiveness: Fast-growing countries like India are building the next generation of power plants and the Paris Agreement won't work unless they decide to forgo dirtier forms of energy like coal. The goal of the funding is to help nudge developing countries towards cleaner energy like wind and solar instead.If the funding succeeds in lowering emissions and preventing a major temperature increase, the United States reaps the economic benefits as well. And by helping countries that are especially vulnerable prepare for the effects of climate change, they could prevent or minimize future refugee crises that could destabilize regions and spill over into the developed world.The other number Trump mentioned was goal of eventually mobilizing $100 billion per year to help poorer countries combat climate change, which was first announced in 2009 at the Copenhagen climate conference.J. Timmons Roberts, a researcher at the Brookings Institution who tracks climate spending, described the commitment as more complex and often indirect than aid through programs like the Green Climate Fund.In addition to being spread out around the developed world, the $100 billion goal is much more vague. The number includes not only foreign aid, but private sector investments as well, and there's a lot of wiggle room over what counts towards the total.An Organization for Economic Cooperation and Development analysis in 2016, for example, predicted pledges worldwide would add  up to $67 billion per year by 2020 \xe2\x80\x94 a major step towards the target. But countries like India have complained similar estimates have been  massively inflated by items like private loans to buy green technology from developed nations that are closer to ordinary business transactions than foreign aid.Roberts said there's some merit to their complaints: He examined $10 billion of pledged 2012 aid with the think tank consortium Adaptation Watch, for example, and concluded  only about $2.3 billion could be clearly verified as such.In a possible gesture to these funding issues, Trump indicated that the $100 billion goal could increase significantly.No matter how it's calculated, though, the Paris Agreement is not a binding treaty and the United States is not legally obligated to provide any specific amount. That means Trump would have been free to remain in the agreement without spending another dollar as president.WATCH: Vladimir Putin responds to Trump's decision to leave Paris climate accordVIDEO1:3601:36Vladimir Putin responds to Trump's decision to leave Paris climate accordSquawk Box",https://www.cnbc.com/2017/06/02/why-trump-is-seeing-red-about-the-green-climate-fund.html
